text,labels
She is laughing because her brother is almost falling. She is excited because she is eating cookies.,"[1, 0, 0, 0, 0, 0]"
"The girl is to focused on the cookie and is not conserned about her surrounding. Either she is too innocent or too self centered to behave in the manner she is.
She is smartly dressed. She is instructing the boy to be quite while stealing the cookie so that her mother does not notice.","[0, 3, 1, 0, 0, 0]"
The girl seems amused and is requesting for a cookie. She doesnt seem to be noticing that the boy is gonna fall from the stool as she's much more ingrained in getting rewarded by the cookie prize.,"[1, 1, 0, 0, 0, 0]"
"Little girl:
I am hungry, and I wantied a cookie. Mom is not herself lately and she is worried, and didn't want to disturb her. I am not that tall so I asked from my brother to help me. He turned to be not good in acrobatics and he fell. It wasn't my fault.","[3, 0, 0, 0, 0, 0]"
She is happy about what her brother's doing. Really eager to have some cookies that are possibly out of access this soon after the family had their meal. She is not very perceptive about the consequences of her brothers unsafe way of reaching for cookies. She is too excited to get some cookies and doesn't care about her mother's sloppy dishwashing skills and the possible danger she is in.,"[3, 2, 0, 0, 0, 0]"
"Asking her brother for a cookie
Telling him to be quiet
Hand out reaching for cookie
Hoping her mother doesnt notice","[1, 1, 0, 0, 0, 0]"
The girl is reaching up for a cookie. She has her hand over her mouth as she is laughing. This is probably because she notices the boy is about to fall off the stool. She doesn't seem to be aware of the mother and the overflowing water. She is focused solely on the cookie and the boy.,"[0, 3, 0, 0, 0, 0]"
"The girl is purely focussed on getting the cookie from the boy.
She is not worried about the possibility of the boy falling down and hurting himself.
She is also not focussed on the water overflowing from the sink.
She is only focussed on getting the cookie and not concerned about the potential safety hazards arising from the boy falling down from the stool or someone slipping off the wet floor.","[1, 4, 0, 0, 0, 0]"
the girl is watching her brother get a cookie for her. she she is waiting to be given a cookie. she seems unaware that her brother is about to fall. ,"[0, 2, 0, 0, 0, 0]"
The girl is standing on the ground looking up to her brother while he is getting cookies out of the press for her. The boy is passing a cookie down to he.,"[0, 0, 1, 0, 0, 0]"
The little girl is asking for a cookie from the other child that is about to fall. She is signaling to the other child to be quiet as he is about to fall. The girl is reaching out to the boy signifying that she wants a cookie. She appears to be happy or feeling mischevous.,"[3, 0, 1, 0, 0, 0]"
"The girl wants to eat those delicious cookies. Her attention is completely on the cookies in the jar and she is completely unware about her surroundings. She neglects the fact that the boy could fall on his head causing serious injuries by falling off the stool. She is also unaware of the fact that lots of water is being split on the ground, which could also make the ktchen slippery, which inturn may cause people to fall and cause injuries.","[1, 4, 0, 0, 0, 0]"
1. She's stealing cookies with her brother. She signals her brother to stay quiet. She thinks her mother isnt aware they are in the kitchen as she does not even notice water overflowing.,"[1, 1, 1, 0, 0, 0]"
The girl is stealing cookies with her brother. She is watching while her brother executes the heist! her brother is handing her a biscuit. She doesnt notice him falling. She can see that her mum isnt looking,"[0, 1, 0, 0, 0, 0]"
"Little girl is having fun by helping the boy steal the cookies.
She isn't noticing he is about to fall down.
She only wants the cookie.","[2, 1, 0, 0, 0, 0]"
She is watching the boy steal the cookies and is reaching for a cookie. She is also laughing as she sees the boy fall from the stool. She does not seem to notice mom.,"[0, 1, 0, 0, 0, 0]"
"From the girl's perspective, she is focused on looking up at the cookie jar and the boy who is about to hand her a cookie. She is looking upward and so doesn't seem to notice that the stool is off balance and he is about to fall. She also doesn't seem to notice the overflowing sink.From her perspective, everything looks to be fine.  ","[0, 3, 0, 0, 0, 0]"
About to take cookie off the boy. Watching him on the stool. Has a lady in the background washing dishes. Waiting for the cookies to reach her.,"[0, 1, 0, 0, 0, 0]"
The little girl is excited about getting a cookie from her brother. She reaches her hand outwards towards the boy as he hands her a cookie.,"[1, 0, 0, 0, 0, 0]"
"The girl is looking at the boy getting cookies from the jar. She is smiling and seems to be unaware of the unstable stool beneath the boy. Neither is she aware of the overflowing sink- she seems to be focused entirely on the cookies. She appears to be reaching for the first cookie the boy has taken. Her finger is up to her mouth, perhaps in the silence gesture, given that the activity the two are engaged in is probably not allowed.","[0, 3, 0, 0, 0, 0]"
"From the little girls perspective I think shes hoping that the little boy is going to manage to pass her down a cookie before he flattens himself by falling off the stool. I think she finds it a little exciting or humorous because she seems to be smiling. Her posture seems quite relaxed so I don't think she's overly concerned about any potential negative outcomes from this interaction, so it probably just seems like a bit of fun to her. ","[6, 0, 0, 0, 0, 0]"
